audio_path,raw_asr,segment_file
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0038.wav, अआ अँ विछिए त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्रीवाँ त्री,1020918_seg0038.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0039.wav, अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर �,1020918_seg0039.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0041.wav, अव,1020918_seg0041.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0042.wav, अप आप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,1020918_seg0042.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0043.wav, अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,1020918_seg0043.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0044.wav, यी,1020918_seg0044.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0045.wav, जी बलको जी में तो फुरे तरीकच जी भेट्फी हो गई बो चीज तो गी वो निर्दोशी ते निर्दोशी शरालती जी नका नतीजा आच्चा न नहीं ता,1020918_seg0045.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0046.wav, अँ,1020918_seg0046.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0047.wav, बलकोल और गया उपने समची भी नहीं हुटती है,1020918_seg0047.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0048.wav, अपना समज़ी बोलाग ना समज़े तो ज़ो बच्चा है बोलाग ज़े जा रहेंगा आतो मेरे साथ याज़ा मेरे साथ बिए आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आपने आ�,1020918_seg0048.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0049.wav, अपने लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग प्रद लग �,1020918_seg0049.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0050.wav, अगर तो आप नहीं तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो ग़ाँ तो �,1020918_seg0050.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0051.wav, अप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप �,1020918_seg0051.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0052.wav, अप तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो �,1020918_seg0052.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0053.wav, अगर दोड़ा बतु शवग अदा कि अब दायम हो नहीं है अब यह दिज़ि जल्टी हो तो ज़ोग तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो तो वो,1020918_seg0053.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0054.wav, अप आप ब़दा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा बदा �,1020918_seg0054.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0055.wav," अप सब को एक अट्टा बुलाग, सरी किलाज को बाग बुलाग लिया गद्जूस ने पिक याजा वो सामने आजा बार आजाव अप सब को दर लगता है यह तब जरके मारे चो पोई जाते हैं कि अब आमार नाम ने दियाम फोदा गय तो क्या सचा मिल सकती है अप पतनी क्",1020918_seg0055.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0056.wav, अगर दोज ताना मेरा तो उसने अगर आना पड़गा उसको कि नहीं उसामने आगर आगर आगर दे कि आफ़े एसने मुझे खिलने हमें खिलने जाना था उसको खिलने का फन्ता तो,1020918_seg0056.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0057.wav, अपने गड़ी पहली बजादी तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो,1020918_seg0057.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0058.wav, अगर आगे आगे और एक मासुमची शरादत फीग तरीगे जाड़ा बड़ी इंशराद दीती विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विदि विद,1020918_seg0058.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0059.wav, अपको सर्ब खडे रेना मोडनें का समबली में क्या वो खडे लिए ना अपको सर्ब खडे रेना या वस दिज्दिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदिदि,1020918_seg0059.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0060.wav, अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,1020918_seg0060.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0061.wav, आद तो बुगी,1020918_seg0061.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0062.wav, ये,1020918_seg0062.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0064.wav, जी,1020918_seg0064.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0065.wav, अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,1020918_seg0065.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0066.wav, अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,1020918_seg0066.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0067.wav, अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर �,1020918_seg0067.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0068.wav, भलको.,1020918_seg0068.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0069.wav, जीः,1020918_seg0069.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0070.wav, आँ,1020918_seg0070.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0071.wav, जी,1020918_seg0071.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0072.wav, अगे उनो नहीं चीडे के आपने बुध मेहनत की हैं तो इसको ये जुते देनाल पर जिलानाद बनता है नो नहीं अपनी मेहनत को लिए वेग।,1020918_seg0072.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0074.wav, अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर �,1020918_seg0074.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0076.wav, अप आप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप अप �,1020918_seg0076.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0078.wav, अगर देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद देखने बाद,1020918_seg0078.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0079.wav, तो बज्च्छ भी बच्छे शोर पूँज राता तो में दोज्टो के साथ पुट्वल मेच खेल राता या था आम दो बोस लोग शोट्वल मेच खेल लेए थे या आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आप आ�,1020918_seg0079.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0080.wav, अपने दोस्तो के साग फुत्मल के मेच लेज लागता तब ये जोर से आवाज आई किसीने गोल करने की कोचिस में जोर से गेंद मारी और सीजदे पार्ग पे खेले चोटे बच्चे के चेरे पे जालगी,1020918_seg0080.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0081.wav, अगर लगा लगा और लगा तुछ बच्छे तो आज़े तो आज़े ना के देखके आसने लगते हैं वो वगछ में जाए प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद प्रद �,1020918_seg0081.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0083.wav, तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो तो त,1020918_seg0083.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0084.wav, अपने जीब से रुमाल बगरा निकागते वह आजो खोचे जो बलेट बगर लाचु निकागता प्राद बवोगर नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते वह नागते,1020918_seg0084.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0085.wav, अज़ा दिएद बागी सब पच्छे ये दर वड़े थीचर को दिखके थीचर आगा ये तीचर आगा पुट्चा,1020918_seg0085.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0086.wav, अज़ भी बाद नहीं तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग़ा थी तो बग,1020918_seg0086.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0087.wav, अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपने अपन,1020918_seg0087.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0088.wav, अदिए तब देलुट तो अप्रे जो नमाइ साथ अनेश्पक्ते देलुट ता गि गतनान ने महाल को बजल दिया पुछ तरीके से ये अनेश्पक्ते ता ता ता जो पड़च चुप रेने वाला था और किसी चोटे बच्चे के लग्गे लग्गे लग्गे लग्गे ल�,1020918_seg0088.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0089.wav, अपने अपने याई और वो उसको लेके गया चुप रहनेवाय लगकेने अगले कोई जुरो में ना उसकी नजरो में उपर आगया चुप रहनेवाय पन्दा और यह सा भी और सकता है तो उसने देलूत तगी कीवा तम्को समझात।,1020918_seg0089.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1020918\1020918_seg0091.wav, अदिशर अप से बाच़े दे बोगत चलगा से अप ख़ाए.,1020918_seg0091.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0000.wav, जी जी जी,1021370_seg0000.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0001.wav, जी भिलकुल,1021370_seg0001.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0002.wav, भिलकुल भिलकुल,1021370_seg0002.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0003.wav, बल कुड बल कुड,1021370_seg0003.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0004.wav, अगर मैं गो बच्पन की बाते करूं जी जी जी अगर मैं बच्पन की बात करूं तो बच्पन एक आँसा समय है जो कोई भी इनसान कभी अपनी जिन्दगी में नहीं भोल सकता अगर मैं वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो वो,1021370_seg0004.wav
c:\Users\rajee\OneDrive\Desktop\JoshTech tasks\data\processed\segments\1021370\1021370_seg0005.wav, अपका बच्पन के दिन आज़े दिन होते हैं जिस में कि अगर आपकोई गलती भी कर दो तो उस गलती को भी माप कर दिया जाता हैं उस गलती को भी बिलकुल नजर अंदाच कर दिया जाता हैं और काफी सारे लोग आपकी हरकतों कुद हसते हैं अपकी गलती हो पे हसते हैं,1021370_seg0005.wav
